latitude,longitude,accommodates,bathrooms,bedrooms,beds,guests_included,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,calculated_host_listings_count,reviews_per_month
47.66449697,-122.3127727,3,1,1,1,1,1,1125,14,92,10,8,9,10,10,9,1,1.36
47.659933,-122.3214421,2,1,1,1,1,1,5,0,,,,,,,,1,
47.66215516,-122.3035447,2,0.5,1,1,15,1,1,0,,,,,,,,1,
47.66422452,-122.309741,2,1,1,1,1,1,1125,14,93,9,9,10,10,9,9,21,5.53
47.66778803,-122.3199847,2,1,1,1,1,1,40,36,95,10,9,10,10,9,9,2,3.72
47.65749175,-122.3198978,2,1.5,1,1,1,1,28,0,,,,,,,,2,
47.66664004,-122.3164824,2,1,1,1,1,1,1125,28,94,10,9,10,10,9,9,21,5.42
47.66722261,-122.3167983,2,1,1,1,1,2,1125,14,94,10,9,10,10,10,9,2,2.78
47.65889785,-122.3221733,2,1,1,1,1,1,6,6,100,10,10,10,10,10,10,1,3.6
47.65900535,-122.3217559,1,1,1,1,1,2,1125,1,80,6,6,10,10,10,8,1,0.23
47.66491325,-122.3097638,2,1,1,1,1,1,1125,12,87,10,9,9,10,9,10,21,5.07
47.66339352,-122.3114961,2,1,1,1,1,1,1125,14,96,10,10,10,10,10,10,21,5.38
47.6613099,-122.3100722,2,1,1,1,1,1,1125,0,,,,,,,,2,
47.6645209,-122.3095983,2,1,1,1,1,1,1125,8,83,9,9,10,10,9,9,21,3.87
47.67205628,-122.3177189,2,1,2,2,1,3,1125,9,100,9,10,10,10,10,10,1,0.53
47.65737284,-122.3146063,2,1,0,1,1,1,1125,1,80,6,8,6,4,8,6,2,0.81
47.66637834,-122.3168925,3,1,1,1,3,4,1125,3,100,10,10,10,10,10,10,1,0.43
47.6589087,-122.3147936,2,1,0,1,1,1,31,18,93,10,10,10,10,9,9,1,1.01
47.66218141,-122.3133911,2,1,0,1,1,2,1125,9,78,8,9,9,10,8,8,34,0.53
47.65732954,-122.3178094,4,1,1,2,1,1,1125,1,100,10,10,10,10,10,8,11,0.67
47.66695593,-122.3155975,3,2,1,1,1,1,1125,30,89,10,9,10,10,10,9,21,5.26
47.65707082,-122.3142602,4,1,0,1,2,1,1125,7,91,10,9,9,9,10,10,2,2.69
47.65634217,-122.3188398,2,1,1,1,1,1,1125,0,,,,,,,,1,
47.66494949,-122.3211328,10,2,3,7,7,3,365,17,88,9,9,10,10,9,9,2,1.02
47.66701648,-122.3044009,4,1,1,2,1,1,1125,29,89,9,9,9,9,9,9,34,1.02
47.65917007,-122.3165354,3,1,1,1,1,2,1125,7,66,6,8,8,8,7,6,34,0.25
47.66456191,-122.3083994,4,1,1,2,4,7,1125,8,98,10,10,10,10,10,9,1,0.29
47.65892905,-122.3163078,3,1,1,1,1,1,1125,3,73,10,9,10,10,10,9,34,0.53
47.66314003,-122.30285,5,2,2,3,2,1,1125,0,,,,,,,,11,
47.65760578,-122.3144447,2,1,0,1,1,1,1125,1,100,6,10,10,8,10,10,2,1
47.66239538,-122.3146298,4,1,0,2,1,1,1125,0,,,,,,,,11,
47.6630712,-122.3130173,2,1,0,2,1,1,1125,0,,,,,,,,11,
47.67056917,-122.3157949,5,1,2,2,1,1,1125,2,80,8,7,10,10,9,8,1,1.71
47.65641449,-122.3172383,2,1,1,1,1,1,1125,1,100,10,10,10,10,10,10,1,0.15
47.66169364,-122.3129142,4,1,0,2,1,1,1125,15,80,9,9,8,8,9,8,34,0.86
47.66314544,-122.313413,2,1,0,1,1,1,1125,0,,,,,,,,11,
47.65730353,-122.3186601,2,1,1,1,2,2,20,0,,,,,,,,1,
47.65741764,-122.3206441,1,1,1,1,1,2,1125,0,,,,,,,,1,
47.6643652,-122.3032258,4,1,1,2,1,2,1125,13,82,9,8,9,8,9,8,34,0.7
47.66757538,-122.3187156,12,3.5,5,7,1,3,1125,1,100,10,10,10,10,10,10,1,0.65
47.66825152,-122.3094497,9,2.5,4,6,1,3,1125,2,100,10,10,10,10,10,9,31,0.57
47.65962584,-122.3174207,3,1,1,2,1,2,1125,25,74,8,8,9,9,8,8,34,1.39
47.65753036,-122.3178532,4,1,1,2,1,1,1125,17,78,9,9,9,9,9,8,34,0.92
47.6593293,-122.3134565,3,1,0,2,2,3,14,0,,,,,,,,1,
47.66145428,-122.3129249,3,1,0,1,1,3,1125,1,60,6,6,10,8,4,4,34,0.22
47.66749233,-122.3152824,2,1,1,1,1,2,1125,12,92,9,10,10,9,9,9,2,2.4
47.66667724,-122.3163437,1,1,1,1,1,1,1125,28,89,9,9,9,9,9,9,21,5
47.66622474,-122.3176093,1,1.5,1,1,1,1,1125,1,80,,,,,,,1,0.23
47.65865765,-122.3189667,1,1,1,1,1,4,1125,0,,,,,,,,37,
47.6713697,-122.3157987,7,1.5,3,5,4,2,1125,10,98,10,10,10,10,10,10,1,0.33
47.67140573,-122.3167847,1,1,1,1,1,1,1125,11,91,8,10,9,9,10,9,1,1.92
47.66311747,-122.3188134,4,1,1,1,1,1,1125,1,100,10,10,10,10,10,10,1,1
47.66818255,-122.3173717,3,1,1,1,2,2,1125,40,99,10,10,10,10,10,10,1,2.94
47.65712478,-122.3178221,4,1,1,2,1,4,1125,8,80,9,9,9,9,9,7,34,0.28
47.65700652,-122.3196197,2,1,1,2,1,1,1125,9,82,9,7,9,9,9,9,1,1.5
47.66709569,-122.3168086,1,1,1,1,1,1,1125,15,95,9,10,9,10,10,9,21,2.92
47.66580428,-122.3208876,3,1,1,2,1,5,1125,17,98,10,10,10,10,9,9,1,0.94
47.66250162,-122.3134163,2,1,1,1,1,3,1125,1,60,10,10,8,8,10,6,34,0.07
47.6669145,-122.3142734,3,1,1,2,2,3,31,36,94,9,9,10,10,9,9,1,3.28
47.66125018,-122.3143933,4,1,0,2,1,1,1125,5,64,8,8,8,8,7,7,34,0.83
47.66581866,-122.3031713,1,1,1,1,1,1,1125,1,100,10,10,10,10,10,10,1,1
47.66765063,-122.3194801,2,1,1,1,1,1,29,3,87,10,9,10,10,9,10,2,0.51
47.67119879,-122.3150932,6,1,2,2,6,2,60,10,96,9,9,8,8,9,9,1,2.86
47.66132295,-122.3149835,2,1,0,1,1,2,1125,6,70,9,9,9,7,7,7,34,0.35
47.66443671,-122.3067381,2,1,1,1,2,2,1125,14,96,10,10,9,10,9,10,2,3.56
47.66116769,-122.3146512,3,1,1,1,1,2,1125,12,68,9,8,8,8,8,7,34,0.42
47.66101092,-122.3137344,2,1,0,1,2,2,1125,12,88,9,9,9,9,9,8,34,0.81
47.6626723,-122.3043698,4,1,1,2,1,2,1125,1,100,10,10,10,8,8,8,34,0.11
47.65895309,-122.3219786,1,1,1,1,1,1,1125,0,,,,,,,,1,
47.66148495,-122.3156934,2,1,0,1,1,2,1125,1,100,10,10,10,10,10,10,11,0.77
47.66852258,-122.315454,2,1,1,1,2,2,14,18,98,10,10,10,10,10,10,2,3.16
47.66948569,-122.3145501,1,1,1,1,1,1,1125,0,,,,,,,,1,
47.66129401,-122.313182,4,1,0,2,1,2,1125,2,90,8,9,10,10,9,8,34,0.41
47.66317893,-122.3039904,1,1,1,1,1,1,1125,0,,,,,,,,11,
47.66404703,-122.3182195,1,1,1,1,1,1,1125,1,100,10,8,10,10,10,10,1,0.29
47.66871493,-122.3163162,2,1,1,1,1,1,1125,23,94,9,10,10,10,9,9,21,4.45
47.66312229,-122.3098396,2,1,1,1,1,1,1125,9,96,10,10,10,9,10,10,21,4.74
47.66833788,-122.315186,2,1,1,1,2,2,10,18,99,10,10,10,10,10,10,2,3.1
47.65836316,-122.3180063,3,1,1,2,1,2,1125,9,93,9,10,9,10,9,9,34,0.42
47.66109671,-122.318774,3,1,0,2,1,2,1125,9,87,9,8,8,9,9,8,1,1.74
47.66442357,-122.3032119,2,1,1,1,2,1,7,62,91,9,10,10,10,9,9,1,3.88
47.66044158,-122.3137683,3,1,1,2,3,1,1125,14,97,10,9,10,10,9,9,1,3.44
47.65877003,-122.3136904,4,1,1,1,2,1,90,124,82,9,8,9,9,9,8,2,4.59
47.65825774,-122.313566,2,1,2,2,1,1,1125,1,,,,,,,,1,0.18
47.66154612,-122.3147937,2,1,0,2,1,1,1125,5,76,8,7,7,7,9,9,34,0.29
47.66856587,-122.307462,2,1,1,1,1,2,30,0,,,,,,,,1,
47.65883581,-122.3181496,3,1,1,1,2,2,1125,11,98,10,10,10,10,10,10,1,0.6
47.65721706,-122.3142329,8,1,4,4,6,1,180,1,80,10,10,10,10,10,10,1,0.52
47.6669221,-122.3172019,4,1.5,1,2,1,1,3,0,,,,,,,,1,
47.66299472,-122.3102215,2,1,1,1,1,1,1125,14,87,9,9,8,9,9,9,21,5.38
47.65824886,-122.3176389,1,1,1,1,1,4,1125,1,100,8,8,8,8,10,8,37,1
47.65856121,-122.3160866,4,1,1,2,1,1,1125,3,80,7,8,8,9,10,8,34,0.44
47.66147374,-122.3135628,2,1,1,1,1,3,1125,11,85,9,9,9,9,9,9,34,0.37
47.66765748,-122.3178072,2,1,1,1,2,1,1125,5,96,9,10,10,10,10,9,1,1.15
47.65665819,-122.3203138,4,2.5,2,2,2,1,28,34,97,10,10,10,10,10,10,2,5.8
47.66270103,-122.3097321,1,0.5,1,1,1,1,1125,0,,,,,,,,2,
47.66448575,-122.3046706,2,1,1,1,1,1,10,146,98,10,10,10,10,9,10,1,3.63
47.6623606,-122.302424,6,2,2,2,2,1,1125,7,91,10,9,9,9,9,9,34,1.02
47.65863155,-122.3177664,4,1,1,2,1,2,1125,7,66,7,6,8,8,8,7,34,0.37
47.66321788,-122.3043709,6,2,2,2,2,1,1125,8,68,7,7,7,7,9,7,11,0.44
47.66713218,-122.3164489,4,1,2,2,1,1,1125,1,100,10,10,10,10,10,10,1,1
47.66313458,-122.3145582,2,1,0,1,1,2,1125,2,80,8,9,10,10,9,8,34,0.26
47.66396766,-122.3065185,4,1,1,4,1,2,1125,7,100,10,10,10,10,8,10,2,0.74
47.65731409,-122.31976,1,1,1,1,1,4,1125,0,,,,,,,,37,
47.65860891,-122.317713,3,1,1,1,1,2,1125,23,82,9,9,9,8,8,8,34,1.23
47.65688213,-122.318273,1,1,1,1,1,4,1125,2,90,9,9,10,10,10,9,37,2
47.67160466,-122.3157654,5,2,3,3,1,3,1125,2,90,10,8,10,10,10,9,1,0.23
47.65697102,-122.3189181,1,1,1,1,1,4,1125,0,,,,,,,,37,
47.66391817,-122.3113423,2,1,1,1,1,1,1,4,90,10,8,10,10,10,9,1,2.35
47.66902314,-122.3158825,4,1,2,3,4,2,60,19,85,8,8,9,9,9,8,1,0.4
47.66353217,-122.3114915,2,1.5,1,2,1,1,1125,1,80,10,10,8,10,10,10,1,0.91
47.66881617,-122.3184417,6,1,2,3,1,1,1125,0,,,,,,,,1,
47.65741412,-122.3158241,1,1,0,1,1,1,1125,0,,,,,,,,1,
47.6604882,-122.3148349,2,1,1,2,1,1,1125,1,,,,,,,,1,0.21
47.65697036,-122.3157798,3,1,1,1,1,3,1125,5,70,8,8,8,10,9,8,34,0.18
47.65747556,-122.3175427,6,2,2,3,2,1,1125,1,60,8,8,10,10,10,10,11,0.88
47.67042422,-122.3152792,5,1.5,3,2,1,2,1125,5,100,10,9,10,10,10,10,1,1.11
47.61893903,-122.2921234,2,1,1,1,3,1,730,93,96,10,9,10,10,9,10,1,1.68
47.62371457,-122.2912274,2,1,1,1,1,1,1125,0,,,,,,,,1,
47.6201619,-122.2958143,4,1,2,2,3,2,90,158,92,9,9,10,10,10,9,3,4.67
47.62459342,-122.2945468,2,1,1,1,2,2,1125,16,95,10,9,10,10,9,9,1,0.51
47.63051112,-122.2817713,2,1,1,1,1,1,1125,2,100,10,10,10,10,9,10,1,0.37
47.61966237,-122.2895565,4,1,1,2,2,20,120,49,93,9,10,10,10,9,9,2,1.25
47.62543446,-122.2904389,4,1,2,2,4,1,1125,75,100,10,10,10,10,10,10,1,6.92
47.6203323,-122.2955346,2,1,0,1,1,2,10,44,96,10,10,10,10,10,10,3,2.66
47.62302601,-122.2952981,2,1,0,1,1,2,1125,25,99,10,10,10,10,10,10,1,4.55
47.62250279,-122.2956157,2,1,1,1,1,2,1125,28,96,10,10,10,10,10,10,1,3.77
47.6241695,-122.2930447,4,1,1,2,2,1,14,2,100,10,10,10,10,10,10,1,2
47.6193169,-122.2873737,2,1,1,1,1,20,120,0,,,,,,,,2,
47.61839318,-122.2867806,1,1,1,1,1,2,7,1,100,10,10,10,10,10,10,2,0.23
47.62536071,-122.2915178,2,1,1,1,2,1,1125,270,98,10,10,10,10,10,10,1,8.31
47.60950173,-122.3117716,2,1,0,1,1,3,32,68,98,10,10,10,10,10,10,1,4.27
47.60676849,-122.3134377,2,1,1,1,1,1,1125,52,93,10,10,10,10,9,9,1,7.57
47.60510734,-122.3037078,8,2.5,3,3,4,3,28,3,100,10,10,10,10,10,10,2,0.53
47.6119061,-122.3033487,8,3,4,4,4,3,29,3,100,10,9,10,10,9,9,1,0.16
47.61136902,-122.3145287,2,1,1,1,1,1,1125,12,95,9,10,10,10,10,10,2,3.19
47.61351809,-122.3116054,2,1,1,1,2,2,1125,0,,,,,,,,1,
47.61109191,-122.3066484,5,2.5,2,2,5,2,1125,25,98,10,10,10,10,10,10,1,1.94
47.61562815,-122.3078369,2,1,1,1,1,3,1125,43,99,10,10,10,10,10,9,1,2.19
47.6125167,-122.3143453,3,1,1,1,1,2,30,8,93,10,9,10,10,10,9,1,0.65
47.61397307,-122.3078883,6,3.5,3,3,1,7,120,0,,,,,,,,2,
47.60844249,-122.310376,5,1,1,2,4,2,30,15,99,10,10,10,10,10,9,1,2.38
47.60518579,-122.3123022,3,1,1,1,2,1,70,74,92,9,9,10,9,9,9,1,2.41
47.60308859,-122.305234,4,1,1,2,2,1,1125,104,95,10,10,10,10,8,9,1,3.62
47.6124754,-122.308582,1,1,1,1,1,1,1125,6,97,10,10,10,10,10,10,2,5.62
47.60552279,-122.3075301,2,1,1,1,1,1,1125,79,88,9,9,9,9,9,9,4,1.85
47.60562332,-122.3089055,4,1,1,2,1,1,30,79,84,9,9,9,9,9,9,4,2.41
47.60581271,-122.3040398,7,2.5,3,4,6,1,1125,4,100,10,10,10,10,10,10,4,0.75
47.60998161,-122.3046398,4,1,2,2,2,2,1125,96,91,9,9,10,9,9,9,2,3.98
47.60679614,-122.3090857,8,3,4,4,1,1,14,7,94,10,10,10,9,10,9,5,0.85
47.60230965,-122.3057982,4,1.5,2,2,4,2,1125,2,100,10,10,10,10,10,10,1,0.98
47.60489137,-122.3067103,2,1,1,1,2,1,1125,10,90,9,9,10,10,9,10,1,2.63
47.61066814,-122.3125534,3,2,1,1,1,2,1125,52,95,10,10,10,10,10,10,4,2.53
47.60663951,-122.3081398,2,1,1,1,1,1,365,99,86,9,9,9,9,9,9,4,2.27
47.61025306,-122.3050493,2,1,1,1,1,2,15,71,97,10,10,10,10,10,10,1,3.7
47.60315576,-122.3098553,2,1.5,1,1,1,1,50,28,91,9,10,10,10,9,9,1,2.33
47.60440567,-122.3054291,2,1,1,1,2,1,1125,5,96,10,10,10,10,9,10,4,0.97
47.61067856,-122.3126715,2,1,1,1,1,3,1125,0,,,,,,,,2,
47.61577894,-122.3068259,2,1,1,1,1,1,1125,10,100,10,10,10,10,10,10,1,0.57
47.60977692,-122.3130001,2,1,1,1,0,1,1125,15,100,10,9,10,10,10,10,2,0.95
47.60614936,-122.3038575,3,1,1,1,2,1,4,18,92,9,8,10,10,9,9,1,3.72
47.60661261,-122.3066379,4,1,2,1,1,7,1125,1,100,10,10,10,10,10,10,1,0.16
47.60591073,-122.305446,2,1,1,1,1,2,1125,8,100,10,10,10,9,10,10,1,2.09
47.60338844,-122.307437,2,1,1,1,1,1,1125,33,96,10,10,10,10,9,9,2,2.47
47.61173102,-122.3082675,2,1,1,1,1,2,29,3,100,10,10,10,10,10,9,1,0.85
47.61111051,-122.3119619,3,2,1,2,2,2,1125,68,91,9,9,9,9,10,9,4,3.13
47.61107513,-122.3136267,1,2,1,1,1,2,20,70,97,10,10,10,10,10,10,4,3.64
47.61600214,-122.3080604,2,1.5,1,1,2,2,1125,94,98,10,10,10,10,10,10,2,3.02
47.61107854,-122.3128201,2,1,1,1,1,1,1125,1,100,10,8,10,10,10,10,3,1
47.61017418,-122.3127992,2,1,1,1,1,1,1125,0,,,,,,,,3,
47.60590764,-122.3139468,2,1.5,1,1,1,1,1125,136,97,10,10,10,10,9,9,1,7.63
47.60587457,-122.3079307,2,1,1,1,2,1,365,51,94,9,9,10,10,9,9,4,1.14
47.61687399,-122.3032697,2,1.5,1,1,1,1,1125,49,95,10,10,10,10,9,10,2,7
47.60620715,-122.3068346,2,2,1,1,1,2,29,68,100,10,10,10,10,10,10,5,2.77
47.6097965,-122.3153297,1,1,1,1,1,1,1125,4,100,10,10,9,10,10,10,2,0.84
47.61040169,-122.313874,2,1,0,1,0,2,1125,34,96,10,10,10,10,10,9,1,2.65
47.60994589,-122.3156373,2,1,1,1,1,2,1125,16,99,10,10,10,10,10,9,2,3.61
47.60956186,-122.3150989,2,1,0,1,1,3,7,164,98,10,10,10,10,10,10,1,6.1
47.6115353,-122.3143253,4,1,1,2,2,2,1125,36,93,10,9,10,10,10,9,1,3.83
47.61065564,-122.3140728,2,2,1,1,1,2,29,73,95,9,9,10,10,10,10,4,3.25
47.6029395,-122.3084089,6,2,2,2,1,2,1125,6,90,9,8,9,10,8,9,2,0.45
47.61002734,-122.3043664,2,1,1,1,1,12,1125,3,100,10,10,10,10,10,10,1,0.6
47.60332553,-122.3138647,2,1,1,1,1,1,1125,8,93,9,10,10,10,9,9,2,2.31
47.61035829,-122.3140323,4,2,2,2,2,2,90,16,93,10,10,10,10,10,9,1,4.17
47.60415027,-122.3032345,2,1,1,1,1,2,1125,29,97,10,10,10,10,9,10,1,4.92
47.60213708,-122.3141425,2,1,1,1,1,2,18,0,,,,,,,,1,
47.61241593,-122.314504,2,1,1,2,2,1,3,17,89,10,9,10,10,10,9,1,0.86
47.61122138,-122.3069443,6,1,2,3,4,2,1125,47,100,10,10,10,10,10,10,1,3.29
47.60767917,-122.3157153,2,1,0,1,1,1,1125,0,,,,,,,,1,
47.60547479,-122.3094775,4,1,1,2,2,1,1125,3,100,10,10,10,10,9,9,1,0.61
47.61350092,-122.312752,2,1,1,3,1,4,1125,2,80,8,6,6,8,10,8,1,0.16
47.60192242,-122.3079787,2,1,1,1,1,1,5,33,95,10,10,10,10,9,9,2,2.17
47.61327641,-122.3149974,2,1,1,1,1,1,1125,11,93,10,9,9,9,10,9,1,4.18
47.60910412,-122.31115,3,1,1,1,2,1,1125,3,100,9,10,10,10,9,10,1,0.71
47.61180057,-122.3141614,2,1,1,1,0,1,1125,94,99,10,10,10,10,10,10,3,8.73
47.60941768,-122.3121007,4,1,1,2,1,2,1125,3,100,10,10,10,10,10,10,1,1.8
47.61561719,-122.3043458,1,1,1,1,1,1,1125,0,,,,,,,,1,
47.60794615,-122.3075402,2,2,1,1,1,2,29,52,100,10,10,10,10,10,10,5,2.13
47.61008938,-122.3136806,2,1,1,1,2,1,1125,32,96,10,9,10,10,10,9,2,1.85
47.60409559,-122.3054089,2,1,1,1,2,1,7,8,100,10,9,10,10,9,10,4,1.57
47.61108859,-122.3158229,4,2,1,1,2,2,1125,4,100,9,10,10,10,10,10,1,0.71
47.61057511,-122.3044013,4,1,2,2,2,2,1125,81,93,10,9,10,10,9,9,2,3.61
47.6137239,-122.3091643,2,1,0,1,1,3,9,0,,,,,,,,1,
47.6100663,-122.3048812,2,1,0,1,2,2,1125,3,100,10,10,10,10,10,10,1,3
47.6064609,-122.3074784,2,3,1,1,2,2,29,75,100,10,10,10,10,10,10,5,3.11
47.60632184,-122.3055772,2,1,1,2,2,1,7,8,100,10,10,10,10,10,10,4,1.54
47.60550178,-122.3038369,2,1,1,1,1,2,30,24,98,10,10,10,10,9,10,1,4.83
47.60767478,-122.3056185,6,1,2,3,3,2,1125,81,96,9,10,10,10,9,9,2,2.62
47.61369416,-122.3073254,4,1,2,2,4,2,1125,10,92,10,9,9,10,10,9,1,1.51
47.60751122,-122.3075847,6,1,3,4,2,3,1125,4,100,10,10,10,10,10,9,3,0.9
47.61243073,-122.3158974,2,1,1,1,0,1,1125,95,98,10,10,10,10,10,10,3,9.34
47.61722524,-122.3026362,1,1.5,1,1,1,2,14,45,95,9,9,10,10,10,10,1,2.3
47.61350303,-122.3108026,2,1,1,1,1,1,1125,14,99,10,10,10,10,10,10,1,2.78
47.61587834,-122.307739,2,1,1,1,1,1,1125,27,100,10,10,10,10,10,10,1,4.66
47.60254407,-122.3098644,4,0.5,1,1,2,2,10,33,95,10,10,10,10,9,10,2,3.21
47.60260013,-122.3095147,6,2,2,2,4,3,365,4,95,9,10,10,10,9,10,1,0.16
47.6107524,-122.312152,4,1,2,2,1,3,30,3,100,10,10,10,9,10,9,3,0.36
47.61396248,-122.3041849,1,1,1,1,1,2,90,18,89,9,8,10,10,9,9,1,2.86
47.61245587,-122.3148894,3,2,2,2,1,2,1125,3,100,10,10,10,10,9,9,1,0.16
47.61093716,-122.3107331,4,1,2,2,1,3,30,4,90,10,10,10,10,10,10,3,0.41
47.61240201,-122.3112072,8,1,3,3,3,3,180,13,72,8,7,8,8,9,8,3,1.36
47.61092049,-122.3134896,4,1,1,1,2,2,25,30,99,10,10,10,10,10,10,1,2.52
47.60820377,-122.309995,4,1,2,2,1,3,1125,4,95,10,10,10,10,10,10,1,0.69
47.61497797,-122.3092361,4,2,1,1,1,2,8,11,96,10,10,10,10,10,10,1,0.78
47.60373015,-122.3131471,4,1,2,2,1,1,1125,1,100,10,10,10,10,10,10,2,0.47
47.61037712,-122.3115658,4,1,2,2,1,3,90,0,,,,,,,,3,
47.61280971,-122.3093698,3,1,1,2,1,1,1125,9,96,10,10,10,10,10,10,2,2.7
47.61006942,-122.3077298,2,1,1,1,1,5,30,9,98,10,9,9,10,10,10,1,0.41
47.61014851,-122.3092557,2,1,1,1,1,2,180,13,90,9,9,9,9,9,9,3,0.3
47.61046729,-122.3110913,2,1,1,1,1,1,1125,28,99,10,10,10,10,10,10,1,2.28
47.61161948,-122.3142567,3,1,1,2,1,1,1125,0,,,,,,,,3,
47.614168,-122.3074669,1,1,1,1,1,7,270,10,96,10,10,9,9,10,9,2,0.26
47.61422859,-122.3083819,2,1.5,1,1,2,2,1125,39,95,10,10,9,9,9,9,2,2.39
47.60725053,-122.3081946,6,1,2,2,4,3,1125,1,100,10,10,10,10,10,10,1,0.58
47.61197874,-122.3036215,8,3.5,4,5,1,1,1125,1,100,10,10,10,10,10,10,1,0.73
47.61056399,-122.3129119,2,1,1,2,1,1,1125,3,100,10,10,10,10,10,10,2,3
47.60419373,-122.3099201,10,3.5,4,6,10,1,1125,21,93,10,9,9,9,10,10,8,2.42
47.60262175,-122.3085165,6,1.5,2,3,2,1,1125,3,100,10,10,10,10,10,10,1,3
47.60761884,-122.3083246,2,3,1,1,1,2,29,49,99,10,10,10,10,10,10,5,2.15
47.60848068,-122.3106915,6,1.5,3,5,1,5,7,1,100,10,10,10,10,10,10,1,0.19
47.60951889,-122.3127036,3,1,1,1,3,2,30,4,95,10,10,10,10,10,10,1,0.61
47.60712102,-122.3104627,1,1,1,1,1,3,1125,32,95,9,9,9,10,10,9,2,1.05
47.61704032,-122.3028063,8,3.5,3,5,6,1,1125,1,100,10,10,10,10,10,10,10,0.35
47.61089433,-122.3044801,3,1,1,1,2,2,1125,3,100,10,10,10,9,10,9,3,3
47.60230148,-122.3071731,10,2.5,2,8,4,1,1125,32,96,10,10,10,10,9,10,1,5.68
47.60613645,-122.3090328,2,1,1,1,2,1,1125,2,100,10,10,10,10,10,10,1,1.4
47.60959625,-122.3164374,6,2.5,3,4,6,3,1125,25,96,10,10,10,10,10,10,1,3.55
47.60294718,-122.3132107,4,1,1,1,2,2,21,8,98,10,10,10,10,9,10,1,2.45
47.60216456,-122.3118822,4,1,2,2,4,1,30,2,90,10,10,9,10,10,9,1,2
47.61137404,-122.3074812,4,1,1,1,1,3,365,18,75,9,6,8,9,8,8,3,2.16
47.61148293,-122.3097651,4,1.5,1,1,2,1,1125,6,83,9,9,9,9,10,8,1,0.38
47.61621959,-122.307324,2,1,0,1,2,2,1125,20,93,10,9,10,10,10,9,1,1.09
47.60927076,-122.3111256,2,1,1,1,1,2,1125,6,100,10,10,10,10,10,10,1,1.5
47.61155082,-122.3068164,2,1,1,1,2,1,14,18,100,10,10,10,10,10,10,1,3.16
47.61210627,-122.3041249,3,1,1,2,2,3,1125,20,100,10,10,10,10,10,10,1,3.37
47.60187188,-122.307129,2,1,1,1,1,2,1125,16,99,10,10,10,10,9,10,2,1.07
47.61360689,-122.3124325,2,2,1,1,2,5,1125,8,100,10,10,10,10,10,10,1,0.45
47.61237958,-122.3137424,4,1.5,1,2,2,2,10,40,98,10,10,10,10,10,9,1,2.11
47.60702962,-122.3069496,6,3.5,4,4,6,2,1125,1,100,8,10,10,10,10,10,1,0.77
47.60663359,-122.3160647,2,1,0,1,1,1,1125,0,,,,,,,,1,
47.61441923,-122.3067207,5,1,1,1,2,3,29,51,97,10,10,10,10,9,9,1,3.11
47.60863925,-122.3065334,4,1,1,3,2,1,120,36,99,10,10,10,10,10,10,1,3.2
47.61340138,-122.3034553,2,1,1,1,1,3,1125,16,98,10,10,10,10,9,10,1,0.79
47.6041844,-122.312639,5,2.5,2,3,4,4,1125,7,97,9,9,10,10,9,9,1,0.42
47.61250123,-122.3096554,2,1,1,1,2,3,1125,31,96,10,9,10,10,10,9,1,1.68
47.60275515,-122.3119689,4,1,2,3,4,7,1125,6,100,10,10,10,10,9,10,1,0.71
47.59680105,-122.2884614,5,3,3,5,1,3,1125,1,100,10,10,10,10,10,10,1,1
47.596318,-122.2966468,2,1,1,1,1,2,1125,3,90,10,10,10,10,10,10,1,1.27
47.60724932,-122.2941532,4,1,1,2,2,2,365,29,90,10,10,9,9,9,10,1,1.56
47.59620078,-122.2908042,4,1,1,3,3,2,31,0,,,,,,,,1,
47.59515432,-122.2966662,2,1,1,1,2,1,1125,1,100,10,10,10,10,10,10,5,0.23
47.60393134,-122.2945169,6,2,3,5,1,3,1125,9,96,10,10,10,10,9,10,1,1.04
47.60781103,-122.2957674,2,1,1,1,2,2,1125,158,98,10,10,10,10,9,10,2,5.04
47.59266596,-122.2975618,6,2,2,2,4,3,15,0,,,,,,,,1,
47.60238656,-122.295347,3,1,1,1,3,2,365,53,93,9,10,9,10,9,9,1,0.95
47.59526163,-122.2972129,7,2.5,3,3,6,2,1125,1,100,10,10,10,10,6,10,1,0.2
47.60744831,-122.2938155,2,1,0,1,1,3,365,62,99,10,10,10,10,9,10,2,3.12
47.59431107,-122.2944084,6,1.5,3,3,1,3,365,22,94,10,10,10,9,9,10,1,1.3
47.59537123,-122.2967295,2,1,1,1,2,1,1125,2,60,9,6,9,9,9,6,5,0.46
47.60459749,-122.296725,2,1,1,1,2,1,1125,5,96,10,10,10,10,9,10,1,0.32
47.59259852,-122.2955471,3,1.5,1,1,1,1,1125,7,100,10,10,10,10,10,9,3,1.54
47.59206643,-122.2935655,4,1,2,2,2,2,31,14,97,10,10,10,9,9,10,1,0.5
47.60382449,-122.2932511,2,2,1,1,1,2,7,34,96,10,10,10,10,10,10,4,3.6
47.59172642,-122.2959851,3,1.5,1,1,1,1,1125,15,95,10,9,10,10,9,9,3,3.31
47.59482904,-122.295632,2,1.5,1,1,1,1,1125,0,,,,,,,,3,
47.59394152,-122.291088,2,1.5,1,1,1,2,260,18,98,10,10,10,10,9,10,1,0.75
47.60070745,-122.2932732,3,1,1,1,1,1,1125,0,,,,,,,,1,
